公司名稱,產業類別,聯絡人,產業描述,電話,資本額,傳真,員工人數,地址,公司網址,官方,地址相同,資本額誤差
長陞工業有限公司,汽車及其零件製造業,黃先生,衛浴五金，汽車零件五金，醫療五金,06-3566039,900萬元,06-3550256,15人,臺南市安南區安和路四段94巷46號,https://www.do-mas.com,,,
歐室名品貿易有限公司,鞋類／布類／服飾品零售業,暫不提供,鞋類╱布類╱服飾品零售業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
里約風診所,診所,林翊琦小姐,診所,06-2222530,100萬元,06-2237373,10人,臺南市中西區府前路二段230號2樓,,,,
三知餘文化有限公司,數位內容產業,楊先生,數位內容產業,06-2472529,110萬元,暫不提供,5人,臺南市安南區怡安路一段316巷21弄12號,https://3zhiyu.weebly.com/,,,
社團法人台南市野鳥學會,職業團體,方先生,學術團體,暫不提供,200萬元,暫不提供,2人,臺南市中西區南門路237巷10號3樓,http://www.tnbird.org.tw,,,
統旺科技工業股份有限公司,專用生產機械製造修配業,陳小姐,專用生產機械製造修配業,06-3842089,暫不提供,06-3840750,暫不提供,臺南市安南區科技五路86號,http://www.tovonn.com.tw/,,,
臺南市私立安頂語文短期補習班,補習班,暫不提供,補習班,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
台南市私立上鼎文理短期補習班,補習班,巫小姐,補習班,06-2040369,暫不提供,暫不提供,20人,臺南市永康區復華八街62巷10號,,,,
蘇耳鼻喉科診所,醫院,洪小姐,醫院療養看護業,06-3507711,暫不提供,06-2598305,暫不提供,臺南市北區文賢路263號,,,,
East279_東貳柒玖服飾,鞋類╱布類╱服飾品零售業,暫不提供,鞋類╱布類╱服飾品零售業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,http://www.facebook.com/East279/,,,
沃德維普企業社,其他商品批發業,方小姐,電子零售連鎖門市/貿易批發/物業管理/茶飲專門店/物業管理,06-5890520,1000萬元,06-5890110,50人,臺南市新市區仁愛街64號,http://www.worldvapeshop.com,,,
金園美有限公司,綜合商品批發代理業,王小姐,綜合商品批發代理業、網路購物、電子商務,暫不提供,100萬元,暫不提供,30人,臺南市安定區海寮里5之45號之3,,,,
早安美芝城新化活力中山店_新化活力早餐店,其他餐飲業,暫不提供,餐飲業,暫不提供,10萬元,暫不提供,6人,暫不提供,,,,
平昇釣具,其他零售業,黃小姐,釣具及週邊零售,09-75020778,暫不提供,暫不提供,暫不提供,臺南市安平區育平路130號,,,,
裕德金屬實業有限公司,金屬結構及建築組件製造業,暫不提供,金屬結構及建築組件製造,暫不提供,300萬元,暫不提供,5人,暫不提供,,,,
瑋倫童裝行,鞋類／布類／服飾品零售業,暫不提供,鞋類╱布類╱服飾品零售業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
食尚鐵板燒_新食尚鐵板燒,餐館業,暫不提供,餐館業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,https://www.facebook.com/%E9%A3%9F%E5%B0%9A%E9%90%B5%E6%9D%BF%E7%87%92-246770979406837/,,,
海口現撈餐廳,餐館業,李先生,餐館業,06-6562174,500萬元,暫不提供,30人,臺南市新營區新進路二段215之8號,https://www.facebook.com/haikoseafood,,,
木山水商行,其他商品批發業,王小姐,食品百貨批發/實體店面銷售,暫不提供,暫不提供,暫不提供,暫不提供,臺南市歸仁區保大路二段231號,,,,
享勵工業股份有限公司,汽車及其零件製造業,暫不提供,製造業,暫不提供,3000萬元,暫不提供,60人,暫不提供,http://www.shining-cycle.com,,,
知冉空間設計有限公司,室內設計業,暫不提供,室內設計業,暫不提供,100萬元,暫不提供,4人,暫不提供,https://www.facebook.com/Liantahouse,,,
臺南市私立皇佳幼兒園,學前教育事業,顏主任,幼教業,06-2591111,暫不提供,06-2502928,39人,臺南市北區文成路761號,,,,
科眾室內裝修股份有限公司,其他金屬相關製造業,暫不提供,納骨櫃/佛堂/神主牌室內裝修設計施工,暫不提供,1000萬元,暫不提供,50人,暫不提供,,,,
鼎綸管理顧問有限公司,人身保險業,呂小姐,管理顧問業,06-2132256,3000萬元,暫不提供,10人,臺南市中西區民生路一段62號9樓,,,,
麻豆鴨董店,餐館業,暫不提供,餐館業,暫不提供,暫不提供,暫不提供,5人,暫不提供,,,,
易業塑膠工業有限公司,塑膠製品製造業,暫不提供,塑膠製品製造業,暫不提供,1000萬元,暫不提供,暫不提供,暫不提供,,,,
吳丁財會計師事務所,會計服務業,暫不提供,法律會計建築事務所,暫不提供,暫不提供,暫不提供,11人,暫不提供,,,,
安仁國際股份有限公司,汽車及其零件製造業,暫不提供,汽車及其零件製造業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,https://www.annren.com,,,
花好月圓-茶飲專賣-台南金華店_小宸市茶飲,飲料店業,黃小姐,飲料店業,06-2912098,暫不提供,暫不提供,暫不提供,臺南市南區金華路2段246號1樓,https://zh-tw.facebook.com/perfectlife.tnn.jinhua/,,,
魚老鐵·烤魚_左森魚小吃店,餐館業,陳小姐,餐館業,06-2211198,50萬元,暫不提供,8人,臺南市中西區中成路37號,,,,
南星鐵板燒_大億國際酒店股份有限公司,餐館業,林小姐,餐飲業,暫不提供,2億5600萬元,暫不提供,25人,臺南市安平區府前四街12號2樓,,,,
陳建霖內科診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
亞伯大飯店股份有限公司,旅館業,張小姐,旅館業,06-2686911,2000萬元,06-2903185,36人,臺南市東區大同路二段617號,,,,
振岳機械股份有限公司,專用生產機械製造修配業,康小姐,食品機械相關業,06-5980490,500萬元,06-5983850,12人,臺南市新化區豐榮里6鄰洋子151之11號1樓,http://www.chenyueh.com.tw,,,
臺南市私立慈善老人長期照顧中心(養護型),其他醫療保健服務業,黃如玉,醫院療養看護業,06-2994591,3000萬元,06-2994521,20人,臺南市中西區府前一街9巷12弄79號,http://www.tsz-shan.com.tw/,,,
台南遠東香格里拉_遠鼎股份有限公司台南分公司,旅館業,人資部,飯店服務業,暫不提供,40億,暫不提供,400人,臺南市東區大學路西段89號,https://sltn.fareasternhotel.com.tw/,,,
前瞻優勢生醫股份有限公司,生化科技研發業,暫不提供,生化科技研發業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
大暉自動化有限公司,自動控制相關業,人事部-陳小姐,專業機台電/機整台組裝、各類設備系統整合、專業機構設計及機構組立、自動化控制電盤設計/製造、電裝配盤及整機配盤/配線規劃、廠房專業佈線。,06-5811569,1000萬元,暫不提供,20人,臺南市善化區南部科學園區南科北路68巷39號,http://www.sunauto-corp.com/,,,
品德牙醫診所,診所,賴醫師,診所,06-5100627,暫不提供,暫不提供,暫不提供,臺南市永康區六合里中華二路三五八巷六號,,,,
高瑭中醫診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,12人,暫不提供,http://www.ktth.com.tw/,,,
地中海公寓大廈管理委員會,保全樓管相關業,暫不提供,保全樓管相關業,暫不提供,暫不提供,暫不提供,14人,暫不提供,,,,
金鵬保險經紀人股份有限公司,其他保險業,陳小姐,保險經代,06-5102923,750萬元,06-5102938,300人,臺南市永康區小東路689-109號21樓,http://www.flyingpower.com.tw,,,
統一超商新興門市_復歆企業社,其他零售業,暫不提供,其他零售業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
利永貞環保事業有限公司,環境衛生及污染防治服務業,陳小姐,環境衛生及污染防治服務業,暫不提供,500萬元,暫不提供,暫不提供,臺南市新市區大社里大社477號,,,,
POSITIVE_波仕剃伕理髮廳,美髮業,黃小姐,美髮美容,0987-178528,暫不提供,暫不提供,10人,臺南市歸仁區大順街118號,https://www.instagram.com/positiveartspace118/,,,
永豐交通有限公司,汽車貨運業,蘇先生,汽車貨運業、理貨物流業,06-2437117,暫不提供,06-2437116,暫不提供,臺南市永康區永安路153號,,,,
鋐聯昇模具有限公司,其他金屬相關製造業,林小姐,其他金屬相關製造業,暫不提供,1000萬元,暫不提供,80人,臺南市歸仁區長榮路一段70巷51號,http://www.shun-hsin-ta.com,,,
秀枝餐飲事業和緯店_秀枝企業有限公司,餐館業,陳先生,餐館業,06-2810982,暫不提供,06-2810976,暫不提供,臺南市北區育德二路259號,,,,
永丞機車行,汽機車維修業,葉先生,汽機車維修業,06-5891888,暫不提供,暫不提供,暫不提供,臺南市新市區社內里8之29號,,,,
國泰橡膠有限公司,化學原料製造業,蔡小姐,化學原料製造業,06-2796159,暫不提供,06-2795969,暫不提供,臺南市仁德區文山路266號,,,,
南瑞企業有限公司,綜合商品批發代理業,周小姐,A-1進出口貿易商,06-2752215,500萬元,06-2752218,5人,臺南市東區東平路28號,https://www.lanner.tw/,,,
馳諾瓦科技股份有限公司,其他電子零組件相關業,劉小姐,其他電子零組件相關業,暫不提供,100萬元,暫不提供,200人,臺南市永康區正南一街99號,https://www.phihong.com.tw,,,
立翔會計師事務所,會計服務業,陳先生,會計服務業,暫不提供,暫不提供,暫不提供,7人,臺南市北區勝利路244號2樓,,,,
萬里香股份有限公司,其他零售業,吳小姐,其他零售業,06-3586195,暫不提供,06-3586194,暫不提供,臺南市北區中華北路一段八一號,,,,
虱目魚主題館_府城館事業股份有限公司,旅遊服務業,盧靖穎,旅遊服務業,暫不提供,2000萬元,暫不提供,15人,臺南市安平區漁光路128-2號,http://www.sabafish.com,,,
仁蘭園有限公司,農藝及園藝業,暫不提供,農藝及園藝業,暫不提供,1600萬元,暫不提供,25人,暫不提供,http://www.jinorchid.com/,,,
博仁堂_博仁堂食品有限公司,餐館業,蘇小姐,餐飲業,06-2226473,110萬元,暫不提供,暫不提供,臺南市中西區西門路二段300巷27號1樓,,,,
向陽照明有限公司,家庭電器／設備及用品批發業,林小姐,照明通路業,06-2460572,2000萬元,暫不提供,暫不提供,臺南市安南區本原街一段228號,http://www.sunshine168.com.tw/,,,
銘誠塑膠企業股份有限公司,塑膠製品製造業,暫不提供,塑膠製品製造業,暫不提供,3000萬元,暫不提供,暫不提供,暫不提供,,,,
圓安營造工程股份有限公司,其他營造業,王小姐,其他營造業,暫不提供,暫不提供,06-2958269,15人,臺南市安平區華平路138號,http://www.yuanangroup.com.tw/,,,
臺南市私立佳和老人長期照顧中心(養護型),其他醫療保健服務業,暫不提供,其他醫療保健服務業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,https://www.facebook.com/jh1001207,,,
文化中醫診所,診所,張小姐,診所,06-2891068,暫不提供,暫不提供,暫不提供,臺南市東區崇明十街30號,,,,
金翔生物科技股份有限公司,農／畜／水產品批發業,暫不提供,甘藷加工製造商,暫不提供,1000萬元,暫不提供,20人,暫不提供,https://goldensoar.com/,,,
鏵鐽企業社,空調水機電工程業,暫不提供,冷氣清洗,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
本職紋身_王芠楀,美容／美體業,暫不提供,客服人員,暫不提供,1億3萬元,暫不提供,10人,暫不提供,,,,
永大診所,診所,呂小姐,診所,06-2310932,暫不提供,暫不提供,暫不提供,臺南市永康區中山路17號,,,,
愛嘉貿易股份有限公司,綜合商品批發代理業,暫不提供,綜合商品批發代理業,暫不提供,暫不提供,暫不提供,40人,暫不提供,,,,
集奕企業股份有限公司,機械器具零售業,方淑珍小姐,機械設備銷售、維修,暫不提供,1300萬元,暫不提供,15人,臺南市永康區正南一街76號,http://www.kaeserair.com.tw,,,
上晟營造有限公司,建築工程業,暫不提供,建築工程業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
臺南市私立沐齡綜合長照機構,其他醫療保健服務業,陳小姐,其他醫療保健服務業,06-2303829,暫不提供,暫不提供,暫不提供,臺南市歸仁區中山路二段250號2樓,,,,
禾力自動化科技有限公司,自動控制相關業,暫不提供,自動控制相關業.工業4.0,暫不提供,5000萬元,暫不提供,65人,暫不提供,https://halo-auto.com,,,
鍇榮實業股份有限公司,汽車及其零件製造業,王小姐,汽車及其零件製造業,暫不提供,2000萬元,暫不提供,50人,臺南市安定區中沙里沙崙47之2號,https://kjimold.com.tw/,,,
長榮當舖,其他金融及輔助業,林小姐,當鋪業,暫不提供,150萬元,暫不提供,暫不提供,臺南市北區東興里小東路203號１樓,https://www.longglory.com.tw/,,,
原茂企業有限公司,非金屬家具及裝設品製造業,楊先生,非金屬家具及裝設品製造業,06-5992722,600萬元,06-5011871,15人,臺南市新市區大社里大社1110號,http://www.yuan-mau.com.tw,,,
伯鑫科技有限公司,其他金屬相關製造業,楊淑雅小姐,其他金屬相關製造業,暫不提供,8000萬元,暫不提供,30人,臺南市南區新義南路30號,https://www.bosintech.com.tw/,,,
英明捲門科技有限公司,金屬結構及建築組件製造業,李小姐,金屬結構及建築組件製造業,06-2723486,暫不提供,06-2730672,暫不提供,臺南市永康區大灣一街六號,,,,
小葉鍋物料理_亞嘟火鍋店,餐館業,謝先生,火鍋店,06-2816336,暫不提供,暫不提供,暫不提供,臺南市北區立賢路一段37號,,,,
鑫全科技有限公司,管線／管道工程相關業,廖峻乾,科技廠區各項管路改造及配管、管路支撐、水處理設備濾材更換,06-5711755,150萬元,暫不提供,5人,臺南市麻豆區南部科學園區南勢里南勢35-71號,,,,
冠昌塑膠企業股份有限公司,化學原料製造業,楊先生,塑膠相關製造業,06-5951101,2億5000萬元,06-5950741,160人,臺南市關廟區五甲里旺萊路6號,http://www.kcc.com.tw/,,,
台南市私立高仲數理教育中心短期補習班,補習班,吳小姐,補習班,06-2071188,20萬元,暫不提供,5人,臺南市永康區大灣六街70號,,,,
立名稅務記帳士事務所,會計服務業,暫不提供,會計服務業,暫不提供,暫不提供,暫不提供,10人,暫不提供,http://limi3359618.com,,,
燒牛肉舖國際商行,餐館業,楊小姐,餐館業,06-2970157,10萬元,暫不提供,8人,臺南市安平區建平路638號,,,,
台新汽車有限公司,汽機車及其零配件／用品零售業,林先生,汽機車及其零配件／用品零售業,06-6569653,暫不提供,暫不提供,暫不提供,臺南市新營區民榮里復興路507號1樓,,,,
泰祐診所,診所,鄭小姐,診所,06-6350635,暫不提供,06-6350665,暫不提供,臺南市新營區武昌街8號1樓,https://www.facebook.com/Good.Hemodialysis,,,
